GOLD weekly prices,,,,,,,,,,
,,,,,,,,,,
Param,Value,,,,,,,,,
length,13,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Open,High,Low,Close,Volume,Gain,AvgGain,Loss,AvgLoss,RSI
20/06/1980,613.75,617,597,609.5,216611111,0,16.9134109964725,3.5,12.0464329389098,58.4029770126219
27/06/1980,609.8,658,602,657.5,218477778,48,19.3046870736669,0,11.1197842513013,63.4511833171091
4/07/1980,658.35,680.5,651,676,171588889,18.5,19.2427880680002,0,10.2644162319705,65.2138639512498
11/07/1980,676.25,696,653,670.5,247133334,0,17.762573601231,5.5,9.89792267566504,64.2163951919674
18/07/1980,670.85,670.85,604,614,291611112,0,16.3962217857517,56.5,13.48269785446,54.8755510011321
25/07/1980,614.5,680,609,678,243933333,64,20.0580508791554,0,12.4455672502708,61.7102096120075
1/08/1980,678.6,678.6,625,640,265866667,0,18.5151238884511,38,14.4112928464038,56.2318215114235
8/08/1980,640.65,657.5,640.65,647,280877779,7,17.629345127801,0,13.3027318582189,56.9937322209847
15/08/1980,647.35,648,620,635,262855556,0,16.2732416564317,12,13.202521715279,55.2088895924912
22/08/1980,635.9,679.5,622.5,658,261511111,23,16.790684605937,0,12.186943121796,57.9436134789857
29/08/1980,658.3,658.3,641.5,656,216111110,0,15.4990934824034,2,11.4033321124271,57.6122529463725
5/09/1980,656.35,678,654.8,670,205200000,14,15.3837785991416,0,10.5261527191635,59.3740616682883
12/09/1980,670.15,720,670.15,704,255433332,34,16.8157956299768,0,9.71644866384319,63.3787155121801
19/09/1980,704.45,709,680,708,314533334,4,15.8299651969017,0,8.96902953585525,63.8330922986645
26/09/1980,708.7,748.5,703.5,703.5,303733333,0,14.6122755663708,4.5,8.62525803309715,62.8822138280001
3/10/1980,703.55,703.55,669,684.5,254544445,0,13.4882543689577,19,9.4233151074743,58.8709314865243
10/10/1980,685.15,708.5,685.15,700,261155556,15.5,13.643004032884,0,8.69844471459166,61.0658878351634
17/10/1980,700.45,700.45,661,665,264244444,0,12.5935421842006,35,10.7216412750077,54.014338794434
24/10/1980,665.25,673.5,634,639,250488889,0,11.6248081700313,26,11.8968996384686,49.4216162562419
31/10/1980,639.55,652.5,627,642,212333334,3,10.9613613877212,0,10.9817535124326,49.9535341158169
7/11/1980,642.85,665,593,607,232066666,0,10.1181797425119,35,12.8293109345532,44.0927502048167
14/11/1980,607.35,626.5,594,621,307455555,14,10.4167813007802,0,11.8424408626645,46.797597976659
21/11/1980,621.75,649.5,610,638.5,340000000,17.5,10.9616442776433,0,10.9314838732287,50.0688809844959
28/11/1980,638.95,659.5,628,644.5,218377777,6,10.5799793332092,0,10.090600498365,51.1837569115906
5/12/1980,645.05,657,627,638,274566668,0,9.76613476911617,6.5,9.81440046002921,49.8767508386563
12/12/1980,638.05,638.05,558,587,284688888,0,9.01489363303031,51,12.9825235015654,40.9816006027927
19/12/1980,587.05,608,562.5,607.5,280522222,20.5,9.89836335356644,0,11.9838678475989,45.2347078438661
26/12/1980,608.35,619,597.5,617,169811111,9.5,9.86772001867671,0,11.062031859322,47.1468561892013
2/01/1981,617.85,617.85,586,594.5,162100001,0,9.10866463262466,22.5,11.9418755624511,43.2704555237751
9/01/1981,594.9,612,570,581,360600006,0,8.40799812242276,13.5,12.0617312884164,41.0752773213043
16/01/1981,581.6,581.6,555,567.5,237711111,0,7.76122903608255,13.5,12.1723673431536,38.9354178163607
23/01/1981,568.2,581,548,552.5,216122222,0,7.16421141792235,15,12.3898775475264,36.6379197240087
30/01/1981,552.75,552.75,498,512.5,215177778,0,6.61311823192833,40,14.5137331207936,31.3019584486086
6/02/1981,513.2,521,490,514,251866668,1.5,6.21980144485692,0,13.3972921115018,31.7060293717202
13/02/1981,514.4,530.5,490,501,205533335,0,5.74135517986792,13,13.3667311798478,30.0467303307359
20/02/1981,501.6,522,498,514.5,179866668,13.5,6.33817401218578,0,12.3385210890903,33.9362717965703
27/02/1981,514.75,514.75,485,486.5,269744444,0,5.85062216509456,28,13.5432502360833,30.1673747463617
6/03/1981,487.45,487.45,453,467,258911110,0,5.40057430624113,19.5,14.0014617563846,27.8350905482765
13/03/1981,467.7,497.3,467.7,488.5,303455556,21.5,6.63899166729951,0,12.9244262366627,33.9357452766722
20/03/1981,489.5,537,489.5,537,328911111,48.5,9.8590692313534,0,11.9302396030733,45.247278407364
27/03/1981,537.8,568,519.5,542.5,319888889,5.5,9.52375621355698,0,11.0125288643753,46.3752629914109
3/04/1981,543.45,543.45,515,532.5,267344444,0,8.79115958174491,10,10.9346420286542,44.5668052197705
10/04/1981,532.65,545.5,494,496,281533333,0,8.1149165369953,36.5,12.90120802645,38.6128113796494
17/04/1981,496.25,498,476,495.5,230222222,0,7.49069218799566,0.5,11.9472689474923,38.5364089154385
24/04/1981,495.5,509,479.5,491.3,329066667,0,6.91448509661138,4.19999999999999,11.3513251823006,37.8547953308932
1/05/1981,492.15,497.5,478,496,287733334,4.69999999999999,6.74414008917973,0,10.4781463221236,39.1593771472376
8/05/1981,496.45,497.5,478,496.5,245533332,0.5,6.26382162078129,0,9.67213506657565,39.3062163989866
15/05/1981,496.95,503,475,479.5,232099999,0,5.7819891884135,17,10.2358169845314,36.097260298852
22/05/1981,479.75,486.5,466,471,238477777,0,5.33722078930477,8.5,10.1022926011059,34.568581627836
29/05/1981,471.6,495.2,464.8,492.5,236188889,21.5,6.58051149781979,0,9.32519317025158,41.3720211404988
5/06/1981,492.9,499.8,461.5,462.5,296577778,0,6.07431830567981,30,10.9155629263861,35.7525648514566
12/06/1981,463.15,487.5,463.15,476,288555555,13.5,6.64552458985828,0,10.075904239741,39.7425642125437
19/06/1981,476.8,485.5,464.5,467.5,301588889,0,6.13433039063841,8.5,9.954680836684,38.1274542230481
26/06/1981,467.8,475.5,443,447,248266666,0,5.66245882212777,20.5,10.7658592338622,34.4676722402704
3/07/1981,447.7,447.7,412,416.5,192955555,0,5.22688506657948,30.5,12.2838700620266,29.8495697540804
10/07/1981,416.5,423.5,397,422,255122222,5.5,5.24789390761183,0,11.3389569803322,31.6388803580925
17/07/1981,422.6,426.5,402.2,420,237855555,0,4.84420976087246,2,10.6205756741528,31.3241317264001
24/07/1981,420.3,420.3,406,408.2,239655555,0,4.47157824080534,11.8,10.7113006222949,29.4514517380024
31/07/1981,408.2,426.4,398,423.2,222688889,15,5.28145683766647,0,9.88735442057994,34.8178690323887
7/08/1981,423.3,423.3,405,414.8,248711111,0,4.87519092707674,8.39999999999998,9.77294254207379,33.2819941690459
14/08/1981,415,439.3,410,430.5,255177777,15.7,5.70786854807084,0,9.02117773114504,38.7524652979413
21/08/1981,431.5,463,428.5,452.5,226044445,22,6.96110942898847,0,8.32724098259542,45.5321159025377
28/08/1981,453.35,453.35,423,445,248055555,0,6.42563947291243,7.5,8.26360706085731,43.7438330015107
4/09/1981,445.95,463.3,437.5,455.5,230588888,10.5,6.73905182114994,0,7.6279449792529,46.9064754087018
11/09/1981,456.05,474,447.5,470,200944445,14.5,7.33604783490764,0,7.04117998084883,51.025468392925
18/09/1981,470.45,477.5,453.5,465,235477778,0,6.77173646299166,5,6.88416613616815,49.5883477040053
25/09/1981,465.9,482.5,437,441.5,274855555,0,6.25083365814615,23.5,8.16230720261676,43.3689902744438
2/10/1981,441.6,450,428,447.5,275511110,6,6.23153876136568,0,7.53443741780008,45.2676851990842
9/10/1981,448.4,469,443,457,271033333,9.5,6.48295885664524,0,6.95486530873854,48.2441113744108
16/10/1981,457.35,459.5,447,447.5,215866667,0,5.98426971382638,9.5,7.15064490037404,45.5600199133131
23/10/1981,447.9,447.9,433,436,249144445,0,5.52394127430127,11.5,7.48521067726834,42.4619628924757
30/10/1981,436.25,437,426.5,431.2,265533333,0,5.09902271473964,4.80000000000001,7.27865600978616,41.1953067147894
6/11/1981,431.5,436,429.8,430.9,297000000,0,4.7067901982212,0.300000000000011,6.74183631672569,41.1122695991191
13/11/1981,430.95,433,407,415.2,272711111,0,4.34472941374265,15.7,7.43092583082371,36.8958611941992
20/11/1981,415.4,415.4,395.5,398,264233333,0,4.01051945883937,17.2,8.18239307460651,32.8922187200005
27/11/1981,398.5,420.5,392.5,419.8,210877778,21.8,5.37894103892865,0,7.5529782227137,41.5942980318725
4/12/1981,420.45,437,406,429,272088890,9.19999999999999,5.67286865131875,0,6.97197989788957,44.8630810344812
11/12/1981,429.4,429.4,408.5,412.5,253933333,0,5.23649413967885,16.5,7.70490452112883,40.4631236308119
18/12/1981,413.15,429,413.15,418.2,255344444,5.69999999999999,5.27214843662663,0,7.11221955796508,42.5709930367782
25/12/1981,419,419,402,406.3,173844445,0,4.86659855688612,11.9,7.48051036119853,39.4148831857964
1/01/1982,407.25,407.25,396.5,402.8,163733333,0,4.49224482174103,3.5,7.17431725649095,38.5053008042778
8/01/1982,403.2,411,395.5,397.5,245822221,0,4.14668752776095,5.30000000000001,7.03013900599165,37.1007594618963
15/01/1982,397.55,397.55,371.5,372,263422222,0,3.82771156408703,25.5,8.45089754399229,31.1738205068227
22/01/1982,372.95,379.8,369,378.5,257588889,6.5,4.03327221300342,0,7.80082850214673,34.0817803573361
29/01/1982,378.7,395.8,370.5,391.8,309100001,13.3,4.74609742738777,0,7.20076477121237,39.7267278092811
5/02/1982,392.45,394.4,384.5,392,276611111,0.199999999999989,4.39639762528102,0,6.64685978881142,39.8106958882505
12/02/1982,392.7,392.7,382.7,384.9,259266667,0,4.05821319256709,7.10000000000002,6.68171672813362,37.7862166935101
19/02/1982,385.3,385.3,368.5,369.3,231877778,0,3.74604294698501,15.6,7.36773851827718,33.70628582804
26/02/1982,369.4,373.1,362.7,364.5,312455556,0,3.45788579721693,4.80000000000001,7.1702201707174,32.5352965772979
5/03/1982,365.2,366.5,336,336.3,365355555,0,3.1918945820464,28.2,8.78789554220068,26.6439941680281
12/03/1982,336.75,339.8,317.5,319.6,339322221,0,2.94636422958129,16.7,9.39651896203139,23.8709561116435
19/03/1982,320,328,312.5,317.7,268544444,0,2.71972082730581,1.90000000000003,8.81986365725975,23.5686200915076
26/03/1982,318.4,336,318.4,329.2,298322222,11.5,3.39512691751305,0,8.14141260670131,29.4293354639572
2/04/1982,330.05,337.2,323.4,336.8,267999999,7.60000000000002,3.71857869308897,0,7.51515009849352,33.1019090996333
9/04/1982,337.75,368.5,337.75,366,226022222,29.2,5.67868802438982,0,6.93706162937863,45.012687951473
16/04/1982,366.85,377.5,355.8,366,268800001,0,5.24186586866753,0,6.40344150404181,45.012687951473
23/04/1982,366.5,366.5,342,356.7,341344444,0,4.83864541723157,9.30000000000001,6.6262536960386,42.2039947270973
30/04/1982,357,367,335.5,346.5,296711111,0,4.46644192359837,10.2,6.90115725788178,39.2909870614984
7/05/1982,346.6,351,331,336.5,331933333,0,4.12286946793696,10,7.13952977650626,36.6073815929687
14/05/1982,337.05,341.5,329,340,298133333,3.5,4.07495643194181,0,6.59033517831347,38.2076419553639
21/05/1982,340.2,345.8,335.6,337.2,263333334,0,3.76149824486936,2.80000000000001,6.29877093382782,37.3896381702629
28/05/1982,337.55,338.5,327.5,329,247111111,0,3.47215222603325,8.19999999999999,6.44501932353337,35.0115172322998
4/06/1982,329.3,329.3,321,325.3,203811111,0,3.20506359326147,3.69999999999999,6.23386399095388,33.9558023373468
11/06/1982,325.45,343.2,325.45,333.2,296422222,7.89999999999998,3.56621254762597,0,5.75433599164974,38.2618311851321
18/06/1982,333.95,333.95,308,308.5,271533334,0,3.29188850550089,24.7,7.21169476152284,31.3406236882594
25/06/1982,309.35,315.5,297.5,310.2,292188889,1.69999999999999,3.16943554353929,0,6.65694901063647,32.2543406078325
2/07/1982,310.65,322.5,305.5,315,271811110,4.80000000000001,3.29486357865165,0,6.14487600981828,34.9041787410759
9/07/1982,315.15,349.7,308.3,348,244900000,33,5.57987407260152,0,5.67219323983226,49.589767974776
16/07/1982,348.15,362,340.2,351.5,354277778,3.5,5.41988375932448,0,5.23587068292208,50.8634446176465
23/07/1982,352,377,344.5,361.2,313344444,9.69999999999999,5.74912347014568,0,4.83311139962038,54.3280652990531
30/07/1982,362.15,362.15,334.3,355.5,258066666,0,5.30688320321139,5.69999999999999,4.89979513811112,51.9942240339452
6/08/1982,356.05,366.85,354,355.5,300822223,0,4.89866141834898,0,4.52288781979488,51.9942240339452
13/08/1982,356.35,356.35,340.2,344.9,278977777,0,4.52184130924521,10.6,4.99035798750297,47.5372852079649
20/08/1982,345.7,401,345.7,396,505700012,51.1,8.10477659314943,0,4.60648429615659,63.7606030096352
27/08/1982,397,441,397,413,611000007,17,8.78902454752255,0,4.25213935029839,67.3944796368299
3/09/1982,413.65,465.5,405,465.5,482666661,52.5,12.1514072746362,0,3.92505170796774,75.5850979857258
10/09/1982,466.35,509,447,452,323433333,0,11.2166836381257,13.5,4.66158619197023,70.6417245590916
17/09/1982,452.75,468,441,443,394577778,0,10.3538618198084,9,4.99531033104944,67.4555065123152
24/09/1982,443.05,457.8,423,424.3,419388882,0,9.55741091059233,18.7,6.04951722866102,61.2382579410631
1/10/1982,424.95,424.95,396,413,334333333,0,8.82222545593138,11.3,6.45340051876402,57.7536100356588
8/10/1982,413.45,444,390,424.5,542566672,11.5,9.02820811316743,0,5.95698509424371,60.2475255954818
15/10/1982,425.5,465,425.5,433,658288895,8.5,8.98757671984686,0,5.49875547160958,62.0417687587437
22/10/1982,433.25,449,422.5,435.5,563222228,2.5,8.48853235678172,0,5.07577428148577,62.5799208404354
29/10/1982,435.65,435.65,414,423,462099999,0,7.83556832933697,12.5,5.64686856752532,58.1168552041249
5/11/1982,423.7,438.5,416,419,623566667,0,7.23283230400336,4,5.52018637002338,56.7146688080526
12/11/1982,419.85,419.85,398,410.5,525766666,0,6.67646058831079,8.5,5.7494028030985,53.7303556139737
19/11/1982,411.45,421,401,414.8,460199994,4.30000000000001,6.4936559276715,0,5.307141049014,55.0272658745069
26/11/1982,415,438.5,405,433.9,282122222,19.1,7.463374702466,0,4.89889942985908,60.3721825173788
3/12/1982,434.85,456.4,433.5,447.8,457266667,13.9,7.95849972535323,0,4.52206101217761,63.7671647350017
10/12/1982,448.35,465.5,439.5,441.5,521866661,0,7.3463074387876,6.30000000000001,4.65882554970241,61.1930533866715
17/12/1982,442.25,457.5,435,444.2,435822223,2.69999999999999,6.98889917426548,0,4.30045435357146,61.9069919019939
24/12/1982,444.55,456.5,443.4,450.8,318411111,6.60000000000002,6.95898385316813,0,3.9696501725275,63.6766117046836
31/12/1982,451.05,468.8,449,453,307333333,2.19999999999999,6.5929081721552,0,3.66429246694846,64.2759014289042
7/01/1983,453.5,471.5,449.5,469.5,540777783,16.5,7.35499215891249,0,3.38242381564473,68.4987167894069
14/01/1983,469.85,497,469.85,490,526111129,20.5,8.36614660822692,0,3.12223736828745,72.8226583071195
21/01/1983,490.75,505,481.5,485,453766667,0,7.72259686913254,5,3.26668064764995,70.2739270833667
28/01/1983,485.65,507.5,473,502.8,468744450,17.8,8.49778172535311,0,3.01539752090765,73.809167247292
4/02/1983,503.1,519.05,498,501,436666667,0,7.84410620801826,1.80000000000001,2.92190540391475,72.8599084857374
11/02/1983,501.4,513.5,495,510,474822216,9,7.93302111509378,0,2.69714344976746,74.6274534762796
18/02/1983,510.2,520,506.2,510.5,440144444,0.5,7.36125026008657,0,2.48967087670843,74.7265170217529
25/02/1983,510.55,510.55,448.7,448.7,424855561,0,6.79500024007991,61.8,7.0520038861924,49.0719882663107
4/03/1983,449.25,449.25,408,420,561633334,0,6.27230791391991,28.7,8.71723435648529,41.8445593652565
11/03/1983,420.4,439.5,418,429.3,455922228,9.30000000000001,6.50520730515685,0,8.04667786752488,44.7035365381324
18/03/1983,429.45,442,411,416.5,392522223,0,6.0048067432217,12.8,8.41231803156143,41.6505151826435
25/03/1983,416.6,424.3,406.5,414.5,462688889,0,5.54289853220465,2,7.9190627983644,41.174524247206
1/04/1983,415.15,425.3,406.5,422,333533339,7.5,5.69344479895814,0,7.30990412156714,43.7844499425164
8/04/1983,422.15,439.8,422,427.2,396833332,5.19999999999999,5.65548750673059,0,6.74760380452351,45.5974028152079
15/04/1983,427.9,443.5,427.9,442.2,490677773,15,6.37429616005901,0,6.2285573580217,50.5781976352745
22/04/1983,442.75,450.8,436,443.3,542722228,1.10000000000002,5.9685810708237,0,5.7494375612508,50.9350706653301
29/04/1983,443.75,446.5,428.2,433.5,555177778,0,5.50945944999111,9.80000000000001,6.06101928730844,47.6165211058239
6/05/1983,433.75,440.8,430.7,439.5,572744444,6,5.54719333845333,0,5.59478703443856,49.7864217383607
13/05/1983,440.3,452.5,435,442.8,516300000,3.30000000000001,5.37433231241846,0,5.16441880102021,50.9959126519772
20/05/1983,443.2,446.8,436,438,457722222,0,4.96092213454012,4.80000000000001,5.13638658555711,49.1311325825477
27/05/1983,438.9,448.5,432.5,442.8,541255567,4.80000000000001,4.94854350880626,0,4.74127992512964,51.0694910236999
3/06/1983,443.05,446.1,408,418,368033326,0,4.56788631582117,24.8,6.28425839242737,42.0920144231876
10/06/1983,418,421,401,412.4,487477778,0,4.21651044537339,5.60000000000002,6.23162313147142,40.3565901446554
17/06/1983,413.35,423.5,411,417.8,555566661,5.40000000000003,4.30754810342159,0,5.75226750597362,42.8193544561455
24/06/1983,418.55,428.3,416,426.8,519799988,9,4.66850594161993,0,5.30978539012949,46.7866269525069
1/07/1983,427.2,427.2,414.5,421.2,416766666,0,4.30939009995686,5.60000000000002,5.33210959088876,44.6962634251653
8/07/1983,422.05,437,409.5,430.3,351822228,9.10000000000002,4.67789855380633,0,4.92194731466655,48.7288922957518
15/07/1983,430.85,439,421,421.7,385988890,0,4.31806020351354,8.60000000000002,5.20487444430759,45.3437975078567
22/07/1983,422.65,432,421,425.7,470144434,4,4.2935940340125,0,4.80449948705316,47.192238946227
29/07/1983,425.75,441.6,419.5,427.4,486555561,1.69999999999999,4.09408680062692,0,4.43492260343369,48.0019027611548
5/08/1983,428.1,430.5,420.5,426.8,445288883,0,3.77915704673254,0.599999999999966,4.13992855701571,47.7221390932281
12/08/1983,427.4,431,418.5,426.2,420277778,0,3.48845265852235,0.600000000000023,3.86762636032219,47.4227186737086
19/08/1983,426.45,436.5,426.45,430.3,426677778,4.10000000000002,3.53549476171294,0,3.57011664029741,49.7563764986172
26/08/1983,431.3,441,427,430.8,385788888,0.5,3.30199516465809,0,3.29549228335145,50.0492830138586
2/09/1983,431.65,431.65,423.8,427,368466667,0,3.04799553660747,3.80000000000001,3.3343005692475,47.7570373742345
9/09/1983,427.1,429,421,422.9,376644445,0,2.81353434148382,4.10000000000002,3.39320052545923,45.3303452104689
16/09/1983,423.2,426.5,407,418.7,452566666,0,2.59710862290814,4.19999999999999,3.45526202350083,42.9106010625617
23/09/1983,419,426,414,423.6,522433344,4.90000000000003,2.77425411345367,0,3.18947263707769,46.5187998964991
30/09/1983,424,424.3,401,407.8,431011110,0,2.56084995088031,15.8,4.15951320345633,38.1058269035327
7/10/1983,408.45,408.45,391,405.3,545677754,0,2.36386149312029,2.5,4.031858341652,36.9600538201882
14/10/1983,406.15,408.8,397.7,403.7,401711111,0,2.1820259936495,1.60000000000002,3.84479231537107,36.2052725296791
